Mattress To Go,$1,"Newark, CA","Good Sleep, Good Life (No more back issues)Sealy Posturepedic Full mattress from $349; King mattress $499"
2 Beds 2 Baths House for Rent,"$1,575","San Francisco, California",
Lease takeover 1 bedroom apartment,"$2,675","San Francisco, CA",
"2 Cabins, 5 Acres, Views of Sequoia Lake - 50401 E. Kings Canyon, Miramonte CA 93641","$600,000","Miramonte, CA","50401 E. Kings Canyon, Miramonte CA 93641
$600,000
4 bed, 3 bath
5.03 acresRare opportunity to own 2-1,200+-sq ft gorgeous, furnished cabins with a view of Sequoia Lake. Situated on 5 acres of the enchanted Empress Mountain, just above 6,000' , a few short minutes below the entrance to Sequoia/Kings Canyon Parks. These beautifully restored cabins are nestled amongst towering, mature pines and black oaks, and joined by a sturdy bridge. In the main cabin, enjoy crafted wood, tile, and stone work. The cozy living area boasts a vaulted ceiling, and is complete with a wood burning stove that can be used for cooking. The kitchen has ample storage and work surface for all of your entertaining needs. Beyond the heart of the cabin, there are separate retreats at each end of the cabin, both with individual bathrooms. From the guest cabin, feast on endless views of the lake, surrounding forest, city lights, and on a clear day, the coastal range. This property has an access road to a beautiful meadow with trails leading to the lake, and into the park. Year round access is possible. HOA fees are $140/annualy. Call (559) 287 -1896 for an appointment."
Furnished Renovated Master Bedroom with it's own Jacuzzi and Balcony,"$1,700",Randolph and Arch station,"We have a huge Furnished Master bedroom available from January 1st 2019 that comes with its own private barthroom with a jacuzzi and a nice balcony. The rent is $1700 for the private room (can be shared $850). Located right next to Arch St. & Randolph St. Muni M Line stop is is literally 30 seconds from the house and Bart is 12 mins walk.
The room comes with a
Bunk Bed with mattress and beddings (it was an airbnb room before, so everything is washed out when you move in)
Study Table and a chair
An extra closet
There are three bedrooms in the apartment and you will be getting the master bedroom and master bathroom, (bedroom and bathroom in the pictures).
Our kitchen is pretty spacious: we have a microwave, oven, toaster, coffee machine, dishwasher, and all that good stuff.
We have a furnished living room with a tv, a large backyard, a balcony, and plenty of free street parking.
Laundry + Dryer in the garage
Utilities + internet are NOT included and are $100/mo."
$1700 HAPPY COLIVING COMMUNITY--SINGLE BEDROOM (palo alto),"$1,700","Palo Alto, CA","Good vibes and good friends? Jah!
December 23rd move in? Jah!
Burning man art, chill spiritual vibes and healthy lifestyles? Jah!Welcome to Alexandria!"
Dell monitor u2715h,$200,"San Francisco, CA",
San Francisco State University Books for Sale,$75,"San Francisco, CA",
Pottery Barn Kids Picture Frames,$5,"Daly City, CA",
WE CUPCAKIN (2019 Subscription Box),$200,"Hayward, CA","Get ready for Black Friday...
WE CUPCAKIN!
OFFER AVAILABLE...BLACK FRIDAY ONLY!
DOZEN CUPS A MONTH FOR ONE WHOLE YEAR!
Less than $17 a dozen! With paid Subscription!
TEXT: SWEET YEAR TO 5102583806"
Garland of fake ivy,$10,"San Francisco, CA",
One fully furnished bedroom with private bath for rent,"$1,650","San Francisco, CA",
Subletting Private Bedroom in 2bed 2full bath apartment downtown SF (SOMA) - $2100/month,"$2,100","San Francisco, CA","Hey friends, if you or someone you know are looking for a room in downtown San Francisco (SOMA area), please lmk."
"[OFFER] Large, bright room in Noe Valley 4BR/1BA","$1,500","San Francisco, CA","Three early 30-somethings looking for a new pal to take over ""the big room"" in our cozy, clean apartment on January 1."
Room,"$1,000","San Francisco, California",Hey Folks!Easygoing and super disciplined.
Looking for a female room mate - San Jose/Santa Clara/Sunnyvale,"$1,200","Santa Clara, CA",
Converted Room for Rent,"$1,600","San Francisco, CA","Details: This Brand New Semi Furnished Apartment has a private room and a converted room with a shared bath. This post is for the unfurnished converted bedroom
Rent: $1600 (includes Trash, Water and Sewer)
Location: on market St between 6th & 7th Street
Apartment amenities: in-unit washer/dryer, central heater, refrigerator, microwave, couch, table, in-unit dishwasher, amazing rooftop with seating and fireplace
Walkable distance to Twitter, Uber, Dolby, WeWork, Zendesk, Salesforce, Airbnb
Public transportation: Powell/Civic Center BART Station, MUNI
Parking: street parking (easily available)
No pets allowed"
Hi! We have a gorgeous one bedroom private apartment on 30th Avenue and Anza. Booking available t,"$3,000","San Francisco, CA","Hi! We have a gorgeous, fully furnished, one bedroom, private apartment on 30th Avenue and Anza.
Booking available thru Airbnb or by contacting us directly:
sftreadwayinn@gmail.com
415-845-2349
Thank you!!
https://www.airbnb.com/rooms/23236264?s=51"
temporary sublet - spacious apartment,"$2,800","San Francisco, California","The apartment comes furnished with a beautiful living room, couch, carpet, plants and large smart TV. The second room can be used as an office or additional living room. The kitchen is equipped with a gas stove, fridge and a large dining table. The bedroom is in the smallest room of the house, it fits the bed and two-night tables.This is a sublet rental to a mature student, couple or professionals in San Francisco.
Bright, light-filled apartment at Golden Gate Park"
Shared spot in Private Bedroom for female,$600,"San Francisco, CA",
Shared spot in Private Bedroom for female,$600,"San Francisco, CA",
Lease take over (10 months) - converted living room in luxury apartment - showing 11/18 @5pm,"$1,425","San Francisco, CA","Hello,"
temporary sublet - spacious apartment,"$2,800","San Francisco, California","The apartment comes furnished with a beautiful living room, couch, carpet, plants and large smart TV. The second room can be used as an office or additional living room. The kitchen is equipped with a gas stove, fridge and a large dining table. The bedroom is in the smallest room of the house, it fits the bed and two-night tables.This is a sublet rental to a mature student, couple or professionals in San Francisco.
Bright, light-filled apartment at Golden Gate Park"
South beach arm chair,$300 Now $250,"San Francisco, CA",
Furnished room,"$1,175","Berkeley, CA",
One bedroom apt with parking,"$2,600","Eureka Valley, San Francisco","One bedroom apt with a view and parking available on December 10th.
Location: upper market/eureka valley
1 year lease. No pets"
Convertible living room near campus now available (2423 Ellsworth street),"$1,000","Berkeley, CA",
Spot,"$1,180","San Francisco, CA",
Master Bedroom in the Inner Sunset Short Term Sublet Dec 6-Dec 20,"$1,350 Now $700","San Francisco, CA",
Spot,"$1,180","San Francisco, CA",
Kitchen table,$50,"Alameda, CA",
Private Room for Rent,$900,"San Francisco, CA",Available room in a newly renovated 2 bd 1 ba lower unit starting January 2019!!!
Russian Hill 2 Bedroom Flat,"$3,995","San Francisco, CA","2 Bedroom 1 Bath flat with updated kitchen, in unit laundry, great sunlight, shared backyard, and easy access to Broadway Tunnel, Polk St. shops, North Beach and more. Contact me today for a tour.Sorry no pets"
Looking for a studio within 20-min walking distance of Financial District,"$2,000","Baltimore, MD",
Private Room For Rent December 1st,"$1,182","San Francisco, CA",Hello!
Large bedroom with bathroom for rent!,"$1,575","San Francisco, CA","The master bedroom is available in an absurdly spacious and updated 4BD/3BA flat in the Richmond! Located on 26th and Geary, super close to the 38, 31, 29, 2, and 1 bus lines.
-15 minute walk to the beach
-2 minute walk to the closest grocery store
-15 minute walk (5 min bus) to Golden Gate Park
-30 Min bus to Downtown
-Roof top access
-Shared yard great for grilling on sunny days
-Dishwasher, gas stove, and oven
-Full bathroom with shower
-Washer/Dryer in unit
-Amazing location with even better people
-Guy, girl, no problem.
-21+ ONLY
-Dec 1st move in"
2 Bedrooms Available in SF's Famous Tiger House!!,"$1,550","San Francisco, CA","There are currently 3 separate bedrooms available for rent in this 6 bedroom / 2 bathroom apartment in SF's famous ""Tiger House"", in the lovely neighborhood of Cole Valley. The unit has a new refrigerator/stove and oven, and has an abundance of natural light and a balcony with beautiful views. It also has a beautiful shared backyard garden. The building has an in-unit washer and dryer."
Large bedroom off Alamo Square available for rent immediately,"$1,875","San Francisco, CA","Beautiful apartment right off Alamo Square, just up from Divisadero. Big bay windows with lots of sun exposure and spacious living area. 2 bedroom, 1 bath.Washer/dryer in building; coin operated."
Room for rent,"$1,625","San Francisco, CA","One room available in a charming 3BR 1Bath apartment in Nob Hill! You'd live with two women in their mid/late twenties who both work in SF, have active social lives and like to come back to a clean and quite home. Open room is very spacious and has a huge closet!"
Room for rent,"$1,100","Berkeley, CA",
Queen sized storage bed w/ leather headboard + brand new mattress,$600,"San Francisco, CA","Condition of bedframe: Good
Condition of mattress: New
make / manufacturer: Coastal Fine Furniture
size / dimensions: 83.75""L x 63.50""W x 50""HSelling my cherry wood queen sized bed with two front storage drawers and leather/wood headboard. Purchased from Coastal Fine Furniture two years ago but the model is now discontinued. The dimensions for the bed are 83.75""L x 63.50""W x 50""H."
"PATTERSON HOME FOR SALE - 500 S Del Puerto Ave, Patterson, CA 95363","$460,000","Patterson, CA","500 S Del Puerto Ave, Patterson, CA 95363"
Lucid Queen Bed Platform,$100,"San Francisco, CA","Features & details
14 inches high with 13 inches of Clearance under the frame for valuable under bed storage space
No tools are required, assembles in minutes. Core Composition: Steel Frames and wires
Replaces bed frame and box spring.Pick up only."
Cuarto en renta,$750,"Antioch, CA",
2 Bedrooms Available in SF's Famous Tiger House!!,"$1,550","San Francisco, CA","There are currently 3 separate bedrooms available for rent in this 6 bedroom / 2 bathroom apartment in SF's famous ""Tiger House"", in the lovely neighborhood of Cole Valley. The unit has a new refrigerator/stove and oven, and has an abundance of natural light and a balcony with beautiful views. It also has a beautiful shared backyard garden. The building has an in-unit washer and dryer."
Room for rent,"$1,100","Berkeley, CA",
Subletting Private Bedroom in 2bed 2full bath apartment downtown SF (SOMA) - $2100/month,"$2,100","San Francisco, CA","Hey friends, if you or someone you know are looking for a room in downtown San Francisco (SOMA area), please lmk."
1 large room in the Marina,"$1,700","San Francisco, CA","Hi all,Ideal Roommate:
Looking for someone clean, pays rent on-time, sociable- someone who will interact with the other room mates, someone who likes to party or go out at the weekend and have some fun and be a bit lower key during the week. 420 friendly."
